OP | REF | HYP
OK | amount | amount
DEL | of | ****
SUB | pollutant | polluted
OK | and | and
OK | then | then
OK | gradually | gradually
DEL | you | ****
OK | watch | watch
OK | it | it
SUB | dilute | diluted
SUB | itself | self
OK | as | as
OK | it | it
INS | **** | makes
INS | **** | into
OK | mixes | mixes
SUB | into | and
OK | a | a
OK | larger | larger
OK | and | and
OK | larger | larger
INS | **** | all
INS | **** | all
OK | part | part
OK | of | of
SUB | the | a
OK | atmosphere | atmosphere
OK | so | so
INS | **** | that
OK | what | what
SUB | does | is
OK | that | that
INS | **** | what
INS | **** | is
SUB | say | that
SUB | it | say
SUB | goes | because
OK | as | as
OK | a | a
OK | square | square
OK | root | root
OK | of | of
OK | time | time
OK | that | that
OK | function | function
INS | **** | tall
OK | the | the
OK | square | square
OK | root | root
OK | function | function
INS | **** | a
OK | increases | increases
OK | rapidly | rapidly
SUB | at | of
SUB | first | furs
OK | and | and
SUB | then | any
OK | more | more
OK | slowly | slowly
SUB | later | layer
OK | on | on
OK | and | and
OK | that | that
OK | is | is
OK | the | the
OK | nature | nature
OK | of | of
OK | turbulent | turbulent
INS | **** | the
SUB | dispersion | spurs
OK | rapidly | rapidly
OK | at | at
OK | first | first
OK | and | and
OK | then | then
OK | more | more
OK | slowly | slowly
OK | later | later
SUB | in | on
SUB | time | and
SUB | and | emit
SUB | you | at
SUB | may | that
SUB | have | experiment
SUB | had | if
SUB | that | you
SUB | experience | vote
OK | if | if
OK | you | you
SUB | burn | barn
OK | something | something
OK | in | in
OK | the | the
OK | kitchen | kitchen
OK | and | and
OK | you're | you're
OK | right | right
OK | there | there
SUB | you | use
SUB | smell | mb
SUB | it | out
OK | very | very
OK | quickly | quickly
SUB | a | on
OK | couple | couple
DEL | of | ****
OK | meters | meters
OK | away | away
OK | it | it
OK | takes | takes
INS | **** | to
OK | a | a
OK | lot | lot
OK | longer | longer
OK | to | to
OK | get | get
OK | there | there
OK | and | and
OK | even | even
OK | further | further
INS | **** | weight
SUB | away | i.'s
OK | even | even
OK | longer | longer
OK | but | but
OK | not | not
INS | **** | when
SUB | linearly | hill
OK | it | it
OK | actually | actually
OK | gets | gets
OK | slower | slower
OK | and | and
OK | slower | slower
OK | and | and
OK | slower | slower
INS | **** | than
OK | the | the
OK | advance | advance
INS | **** | of
INS | **** | that
OK | of | of
OK | that | that
SUB | burned | burns
OK | smell | smell
INS | **** | of
OK | moves | moves
OK | slower | slower
OK | and | and
OK | slower | slower
INS | **** | s
OK | as | as
OK | time | time
SUB | progresses | progressed
OK | so | so
OK | rapidly | rapidly
SUB | at | eff
OK | first | first
OK | and | and
SUB | then | and
OK | more | more
OK | slowly | slowly
OK | later | later
OK | on | on
SUB | describes | cried
OK | how | how
OK | things | things
INS | **** | burns
OK | disperse | disperse
OK | away | away
INS | **** | from
OK | from | from
OK | their | their
SUB | source | swords
OK | so | so
SUB | let's | leslie
OK | carry | carry
OK | out | out
OK | this | this
OK | example | example
DEL | then | ****
OK | let's | let's
OK | say | say
OK | the | the
INS | **** | disperse
SUB | dispersion | and
OK | coefficient | coefficient
OK | on | on
OK | this | this
OK | day | day
OK | is | is
OK | a | a
SUB | 100 | hundred
OK | meters | meters
SUB | squared | square
SUB | per | crust
OK | second | second
OK | and | and
OK | that | that
OK | the | the
OK | time | time
OK | we're | we're
DEL | going | ****
SUB | to | gonna
SUB | wait | weight
OK | after | after
OK | the | the
INS | **** | polluted
SUB | pollutant | russell
OK | was | was
OK | suddenly | suddenly
OK | put | put
INS | **** | m
SUB | in | his
SUB | is | set
SUB | 10 | ten
OK | minutes | minutes
SUB | well | let's
SUB | that's | x
SUB | 600 | hundred
OK | seconds | seconds
OK | so | so
OK | the | the
OK | first | first
OK | thing | thing
OK | is | is
DEL | to | ****
OK | compute | compute
OK | the | the
OK | radius | radius
OK | of | of
OK | that | that
DEL | hemisphere | ****
SUB | that | atmosphere
SUB | contains | of
OK | the | the
SUB | pollutant | contains
SUB | it's | the
SUB | the | potent
OK | square | square
OK | root | root
OK | of | of
INS | **** | one
SUB | 100 | hundred
OK | times | times
INS | **** | six
SUB | 600 | hundred
SUB | and | an
SUB | that's | mats
OK | about | about
INS | **** | the
INS | **** | to
INS | **** | uttered
INS | **** | in
INS | **** | forty
SUB | 245 | five
OK | meters | meters
OK | by | by
OK | the | the
OK | way | way
DEL | check | ****
SUB | the | second
OK | units | units
OK | on | on
DEL | this | ****
DEL | is | ****
SUB | this | the
SUB | going | suns
SUB | to | estimate
OK | give | give
DEL | you | ****
SUB | a | hill
SUB | length | linked
OK | how | how
OK | can | can
OK | that | that
SUB | be | they
SUB | well | hum
SUB | if | well
SUB | i | final
SUB | multiply | apply
OK | this | this
SUB | times | kind
SUB | the | of
OK | time | time
OK | the | the
DEL | seconds | ****
SUB | are | second
SUB | going | third
SUB | to | emit
OK | cancel | cancel
SUB | out | wild
OK | i'm | i'm
OK | going | going
DEL | to | ****
OK | have | have
OK | meters | meters
OK | squared | squared
OK | inside | inside
OK | the | the
OK | square | square
OK | root | root
OK | taking | taking
OK | the | the
OK | square | square
OK | root | root
DEL | that | ****
DEL | gives | ****
SUB | me | actively
OK | units | units
OK | of | of
OK | meters | meters
OK | and | and
OK | that's | that's
OK | just | just
OK | what | what
OK | i | i
OK | need | need
SUB | to | the
OK | be | be
OK | physically | physically
OK | consistent | consistent
OK | with | with
OK | this | this
OK | quantity | quantity
OK | r | r
OK | which | which
OK | is | is
OK | the | the
OK | radius | radius
OK | of | of
SUB | the | a
SUB | hemisphere | atmosphere
OK | so | so
OK | these | these
OK | units | units
SUB | work | workout
SUB | out | nicely
SUB | nicely | how
OK | so | so
OK | the | the
OK | radius | radius
OK | of | of
OK | that's | that's
OK | going | going
INS | **** | average
SUB | to | ordered
SUB | be | forty
SUB | 245 | five
OK | meters | meters
OK | we | we
SUB | want | wanna
SUB | to | know
SUB | know | the
OK | the | the
OK | volume | volume
OK | or | or
OK | the | the
OK | mass | mass
OK | of | of
SUB | the | a
SUB | air | year
OK | into | into
OK | which | which
OK | the | the
INS | **** | polluted
INS | **** | has
SUB | pollutant | sold
OK | has | has
OK | spread | spread
OK | so | so
SUB | i've | r
SUB | written | brittany
SUB | here | or
OK | the | the
INS | **** | form
SUB | formula | of
OK | for | for
OK | the | the
OK | air | air
OK | mass | mass
OK | it's | it's
OK | the | the
OK | density | density
OK | of | of
OK | the | the
OK | air | air
SUB | ρ | row
OK | times | times
OK | the | the
OK | volume | volume
OK | of | of
OK | half | half
OK | of | of
OK | a | a
OK | sphere | sphere
OK | you | you
OK | may | may
OK | recall | recall
OK | the | the
OK | formula | formula
OK | for | for
INS | **** | a
OK | the | the
OK | volume | volume
OK | of | of
OK | a | a
INS | **** | spheres
SUB | sphere | for
SUB | is | thirds
SUB | 4/3πr^3^ | hierarchy
OK | well | well
OK | i've | i've
OK | taken | taken
OK | half | half
OK | of | of
OK | that | that
OK | because | because
OK | this | this
OK | is | is
INS | **** | a
OK | a | a
OK | hemisphere | hemisphere
SUB | it's | the
SUB | half | tap
OK | of | of
OK | a | a
OK | sphere | sphere
OK | so | so
OK | it's | it's
INS | **** | two
INS | **** | thirds
SUB | 2/3πr^3^ | pirate
SUB | and | q
OK | i | i
OK | put | put
OK | the | the
OK | density | density
DEL | in | ****
SUB | front | of
SUB | so | fronts
SUB | i | like
SUB | get | that
OK | the | the
OK | mass | mass
OK | of | of
OK | the | the
OK | air | air
OK | and | and
INS | **** | is
INS | **** | three
INS | **** | point
INS | **** | seven
SUB | it's | times
SUB | 3 | done
SUB | 7x10^7^ | some
SUB | kilograms | telegram
OK | so | so
OK | what | what
INS | **** | i
INS | **** | got
SUB | have | height
SUB | i | next
SUB | done | can
OK | i'm | i'm
OK | going | going
DEL | to | ****
OK | use | use
OK | the | the
OK | same | same
DEL | source | ****
SUB | here | sorcerer
OK | i've | i've
OK | mixed | mixed
INS | **** | them
INS | **** | out
INS | **** | four
INS | **** | times
INS | **** | ten
INS | **** | the
SUB | in | third
SUB | 40x10^3^ | killer
SUB | kilograms | grams
OK | of | of
INS | **** | fluid
INS | **** | much
INS | **** | hint
INS | **** | or
INS | **** | three
INS | **** | point
INS | **** | seven
SUB | pollutant | times
SUB | into | tended
SUB | 3 | the
SUB | 7x10^7^ | seventh
SUB | kilograms | hill
SUB | of | a
SUB | air | grandfather
OK | so | so
OK | the | the
OK | concentration | concentration
OK | is | is
OK | given | given
OK | by | by
OK | that | that
SUB | ratio | racial
OK | and | and
OK | it's | it's
INS | **** | one
INS | **** | on
INS | **** | one
INS | **** | plunged
INS | **** | to
INS | **** | minus
SUB | 1 | three
SUB | 1x10^-3^ | a
OK | again | again
OK | you | you
OK | could | could
SUB | cancel | counsel
SUB | that | let
OK | out | out
OK | or | or
OK | you | you
OK | could | could
OK | say | say
DEL | kilograms | ****
DEL | per | ****
DEL | kilogram | ****
DEL | kilogram | ****
SUB | of | killer
SUB | pollutant | grams
OK | per | per
DEL | kilogram | ****
DEL | of | ****
DEL | air | ****
DEL | question | ****
DEL | yes | ****
DEL | student | ****
DEL | so | ****
DEL | you | ****
DEL | don't | ****
SUB | know | killer
SUB | the | and
SUB | radius | telegram
OK | of | of
DEL | the | ****
DEL | hemisphere | ****
DEL | unless | ****
DEL | you | ****
DEL | know | ****
SUB | the | fluid
SUB | dispersion | much
SUB | coefficient | for
SUB | and | killer
SUB | the | gramm
SUB | time | halt
SUB | which | air
SUB | professor | question
SUB | ron | us
SUB | smith | mb
OK | that's | that's
OK | correct | correct
SUB | it's | fits
OK | right | right
OK | so | so
INS | **** | in
INS | **** | hung
SUB | unlike | like
SUB | the | a
OK | valley | valley
OK | case | case
SUB | where | for
OK | we | we
OK | kind | kind
OK | of | of
SUB | knew | new
OK | from | from
OK | the | the
INS | **** | a
SUB | initial | national
OK | dimensions | dimensions
OK | of | of
OK | the | the
OK | system | system
OK | how | how
OK | big | big
INS | **** | the
SUB | or | ha
SUB | how | ha
OK | much | much
INS | **** | loot
OK | the | the
SUB | dilution | delusion
OK | will | will
OK | be | be
OK | here | here
DEL | we | ****
SUB | have | we're
SUB | to | after
SUB | estimate | world
SUB | it | emitted
OK | based | based
OK | on | on
OK | the | the
DEL | dispersion | ****
SUB | coefficient | disperse
SUB | and | in
SUB | the | coefficient
OK | time | time
SUB | that's | to
SUB | left | laugh
SUB | obviously | honestly
OK | for | for
OK | longer | longer
OK | times | times
DEL | that's | ****
SUB | going | s
SUB | to | can
OK | continue | continue
OK | to | to
OK | grow | grow
OK | and | and
OK | this | this
DEL | concentration | ****
DEL | is | ****
SUB | going | constant
SUB | to | britain's
SUB | get | emit
OK | less | less
DEL | and | ****
OK | less | less
DEL | and | ****
SUB | less | watts
OK | we | we
OK | haven't | haven't
SUB | removed | remove
OK | any | any
INS | **** | and
INS | **** | e
INS | **** | o
INS | **** | mb
SUB | pollutant | polluted
OK | but | but
SUB | we've | we
OK | diluted | diluted
OK | it | it
OK | into | into
OK | a | a
OK | larger | larger
OK | and | and
OK | larger | larger
OK | amount | amount
OK | of | of
OK | air | air
OK | yes | yes
DEL | student | ****
DEL | and | ****
DEL | so | ****
DEL | the | ****
DEL | air | ****
DEL | density | ****
DEL | is | ****
DEL | not | ****
DEL | affected | ****
DEL | by | ****
DEL | the | ****
DEL | pollutant | ****
DEL | professor | ****
DEL | ron | ****
SUB | smith | no
SUB | no | hawk
OK | i'm | i'm
OK | assuming | assuming
OK | that | that
OK | this | this
OK | is | is
OK | a | a
SUB | small | a
SUB | amount | small
SUB | of | mater
SUB | pollutant | polluted
OK | relative | relative
OK | to | to
OK | the | the
DEL | air | ****
SUB | and | year
OK | so | so
OK | no | no
SUB | it | the
OK | doesn't | doesn't
OK | change | change
OK | the | the
OK | air | air
OK | density | density
OK | it | it
OK | just | just
DEL | mixes | ****
SUB | in | makes
SUB | with | is
OK | the | the
DEL | air | ****
DEL | yeah | ****
DEL | was | ****
DEL | there | ****
DEL | another | ****
DEL | question | ****
DEL | yes | ****
DEL | student | ****
DEL | so | ****
DEL | this | ****
DEL | only | ****
DEL | tells | ****
DEL | you | ****
DEL | overall | ****
DEL | concentration | ****
SUB | rather | m
SUB | than | mixes
SUB | concentration | and
SUB | within | with
OK | the | the
DEL | different | ****
DEL | smaller | ****
DEL | hemispheres | ****
DEL | it | ****
SUB | could | air
SUB | go | ozone
SUB | to | r
SUB | professor | question
SUB | ron | s
SUB | smith | and
SUB | yeah | so
SUB | so | s
SUB | that's | are
OK | a | a
SUB | very | good
SUB | good | question
OK | question | question
SUB | the | as
OK | question | question
OK | is | is
INS | **** | in
SUB | this | the
SUB | only | solid
OK | tells | tells
OK | you | you
INS | **** | calm
OK | what's | what's
OK | going | going
OK | on | on
OK | generally | generally
OK | within | within
SUB | that | mats
SUB | sphere | fear
OK | it | it
OK | doesn't | doesn't
OK | give | give
OK | you | you
OK | details | details
OK | of | of
OK | what's | what's
OK | inside | inside
OK | the | the
OK | sphere | sphere
DEL | and | ****
SUB | of | intercourse
SUB | course | the
SUB | the | mob
SUB | model | alive
OK | that | that
OK | i've | i've
OK | described | described
SUB | here | or
OK | is | is
OK | not | not
OK | precisely | precisely
OK | true | true
OK | if | if
OK | i | i
OK | were | were
OK | to | to
OK | plot | plot
INS | **** | mom
OK | concentration | concentration
SUB | across | cross
OK | this | this
SUB | distance | business
OK | it | it
OK | would | would
OK | be | be
OK | very | very
OK | small | small
DEL | outside | ****
SUB | it | outsider
OK | would | would
OK | begin | begin
OK | to | to
OK | rise | rise
OK | smoothly | smoothly
OK | probably | probably
DEL | would | ****
DEL | be | ****
SUB | at | a
OK | maximum | maximum
OK | somewhere | somewhere
OK | in | in
OK | the | the
OK | middle | middle
OK | and | and
OK | then | then
OK | decrease | decrease
OK | again | again
OK | whereas | whereas
OK | what | what
OK | i've | i've
OK | indicated | indicated
OK | to | to
OK | you | you
OK | which | which
OK | is | is
OK | a | a
OK | little | little
OK | bit | bit
OK | off | off
OK | is | is
SUB | if | of
SUB | there | their
OK | would | would
OK | be | be
OK | zero | zero
OK | outside | outside
SUB | and | in
OK | uniform | uniform
OK | concentration | concentration
OK | inside | inside
OK | and | and
OK | then | then
OK | zero | zero
OK | again | again
OK | outside | outside
OK | and | and
INS | **** | i
INS | **** | saw
INS | **** | a
INS | **** | zach
INS | **** | the
SUB | that's | troops
SUB | not | ric
SUB | exactly | you're
SUB | true | and
SUB | so | you're
OK | your | your
OK | vision | vision
OK | of | of
SUB | it | what
OK | is | is
OK | actually | actually
OK | more | more
OK | accurate | accurate
DEL | than | ****
SUB | mine | mon
SUB | it'd | you'd
OK | be | be
OK | more | more
OK | of | of
OK | a | a
OK | continuous | continuous
OK | distribution | distribution
OK | large | large
OK | closer | closer
DEL | to | ****
OK | the | the
OK | source | source
OK | smaller | smaller
OK | further | further
SUB | away | weight
OK | but | but
OK | this | this
OK | is | is
INS | **** | a
INS | **** | on
INS | **** | easy
SUB | an | to
SUB | easy-to-compute | compute
OK | estimate | estimate
OK | of | of
SUB | what | all
OK | those | those
SUB | concentrations | concentration
SUB | would | of
SUB | be | the
OK | you | you
OK | would | would
OK | not | not
OK | have | have
OK | a | a
OK | sharp | sharp
OK | boundary | boundary
OK | here | here
OK | with | with
INS | **** | of
OK | this | this
OK | concentration | concentration
OK | inside | inside
OK | and | and
OK | zero | zero
SUB | outside | also
OK | it | it
SUB | wouldn't | would
OK | be | be
SUB | like | alike
OK | that | that
DEL | there'd | ****
DEL | be | ****
SUB | more | the
SUB | of | b
SUB | a | moreover
OK | gradual | gradual
OK | transition | transition
DEL | so | ****
SUB | this | to
SUB | is | the
SUB | kind | system
OK | of | of
SUB | an | a
SUB | approximation | proclamation
OK | to | to
OK | the | the
OK | real | real
SUB | condition | conditions
SUB | that's | abyssal
SUB | an | x
SUB | excellent | one
OK | question | question
DEL | other | ****
DEL | questions | ****
SUB | on | can
SUB | this | suns
OK | so | so
OK | there | there
OK | would | would
OK | be | be
INS | **** | armed
INS | **** | thirty
SUB | our | are
OK | concentration | concentration
OK | after | after
OK | time | time
INS | **** | six
SUB | 600 | honored
SUB | seconds | second
OK | you | you
OK | could | could
INS | **** | we
SUB | redo | do
OK | the | the
INS | **** | crap
SUB | computation | edition
OK | for | for
OK | a | a
OK | later | later
OK | time | time
OK | and | and
SUB | you'd | you
OK | get | get
OK | a | a
OK | larger | larger
OK | value | value
OK | in | in
INS | **** | that
OK | the | the
INS | **** | nominate
SUB | denominator | or
OK | and | and
OK | therefore | therefore
DEL | a | ****
OK | smaller | smaller
OK | value | value
DEL | of | ****
OK | concentration | concentration
OK | that's | that's
OK | the | the
OK | way | way
SUB | dilution | delusion
OK | works | works
OK | anything | anything
OK | else | else
DEL | on | ****
DEL | this | ****
DEL | ok | ****
DEL | chapter | ****
SUB | 3 | suns
SUB | mixing | okay
SUB | in | an
SUB | the | hour
SUB | atmosphere | yet
SUB | unconfined | another
SUB | mixing | element
SUB | with | of
SUB | wind | complexity
SUB | now | or
OK | we're | we're
OK | going | going
DEL | to | ****
DEL | add | ****
DEL | another | ****
DEL | element | ****
DEL | of | ****
SUB | complexity | air
SUB | here | the
OK | for | for
SUB | case | k
OK | three | three
OK | we're | we're
OK | going | going
DEL | to | ****
SUB | add | ahead
SUB | a | papa
SUB | wind | when
OK | so | so
SUB | there's | ms
OK | a | a
OK | wind | wind
OK | blowing | blowing
OK | in | in
SUB | this | the
OK | system | system
OK | so | so
OK | it's | it's
INS | **** | on
INS | **** | can
SUB | unconfined | sign
OK | no | no
OK | valley | valley
OK | walls | walls
OK | but | but
OK | now | now
OK | there's | there's
OK | a | a
OK | wind | wind
OK | blowing | blowing
OK | so | so
SUB | i've | i
SUB | drawn | got
SUB | some | to
SUB | little | moore
OK | cartoons | cartoons
OK | here | here
SUB | there | cloud
SUB | is | there's
SUB | the | a
OK | source | source
OK | maybe | maybe
SUB | it | it's
SUB | s | a
OK | a | a
OK | what | what
SUB | i'm | i
SUB | envisioning | meant
SUB | here | beijing
SUB | is | years
OK | not | not
OK | just | just
OK | an | an
INS | **** | instant
INS | **** | a
SUB | instantaneous | news
OK | release | release
SUB | of | a
SUB | pollutant | polluted
OK | like | like
OK | i | i
OK | was | was
OK | in | in
OK | case | case
OK | one | one
DEL | and | ****
OK | case | case
SUB | two | to
OK | but | but
OK | here | here
OK | i'm | i'm
INS | **** | in
SUB | envisioning | beijing
OK | a | a
OK | steady | steady
OK | state | state
INS | **** | mb
OK | source | source
OK | of | of
SUB | pollution | pain
OK | like | like
OK | a | a
OK | power | power
OK | plant | plant
SUB | that's | of
OK | putting | putting
OK | out | out
OK | a | a
OK | certain | certain
DEL | amount | ****
SUB | of | mars
OK | smoke | smoke
OK | from | from
OK | the | the
OK | stack | stack
OK | per | per
OK | unit | unit
OK | time | time
OK | continuously | continuously
OK | if | if
OK | i | i
DEL | had | ****
SUB | a | out
SUB | side | aside
SUB | view | you
OK | of | of
OK | that | that
OK | and | and
OK | the | the
OK | wind | wind
SUB | was | is
OK | blowing | blowing
OK | from | from
OK | left | left
OK | to | to
OK | right | right
OK | i | i
OK | would | would
OK | find | find
OK | that | that
SUB | pollutant | polluted
OK | would | would
OK | be | be
OK | confined | confined
OK | in | in
OK | a | a
OK | kind | kind
OK | of | of
SUB | we | a
SUB | call | recall
SUB | this | the
SUB | a | sew
SUB | plume | up
SUB | a | loom
SUB | plume | chemo
SUB | of | polluted
SUB | pollutant | moving
SUB | moving | down
SUB | downstream | strain
OK | getting | getting
OK | deeper | deeper
OK | the | the
OK | further | further
DEL | it | ****
OK | goes | goes
OK | downstream | downstream
OK | due | due
OK | to | to
OK | the | the
OK | turbulent | turbulent
INS | **** | mb
SUB | mixing | exit
SUB | if | the
SUB | i | fiat
SUB | had | at
SUB | a | top
SUB | top-view | due
OK | of | of
OK | that | that
OK | same | same
OK | situation | situation
OK | here's | here's
INS | **** | a
SUB | the | top
SUB | top-view | to
OK | there's | there's
SUB | the | a
OK | power | power
OK | plant | plant
OK | there's | there's
SUB | the | a
OK | source | source
DEL | the | ****
SUB | wind | and
SUB | is | when
SUB | from | ocean
OK | left | left
SUB | to | or
OK | right | right
OK | now | now
OK | we | we
OK | see | see
OK | that | that
SUB | plume | plumb
OK | is | is
OK | spreading | spreading
OK | in | in
OK | the | the
OK | horizontal | horizontal
OK | dimensions | dimensions
OK | as | as
OK | well | well
OK | again | again
OK | by | by
OK | turbulent | turbulent
SUB | mixing | nixon
SUB | and | hinges
SUB | dispersion | persian
OK | and | and
OK | if | if
OK | i | i
OK | was | was
OK | to | to
OK | slice | slice
OK | this | this
OK | here | here
OK | or | or
OK | here | here
OK | and | and
OK | look | look
OK | at | at
OK | it | it
OK | along | along
OK | the | the
OK | direction | direction
OK | of | of
OK | the | the
INS | **** | when
SUB | wind | i
SUB | at | had
OK | any | any
INS | **** | the
SUB | particular | cupboard
SUB | distance | justin's
OK | downstream | downstream
OK | x | x
INS | **** | typical
SUB | it | a
SUB | would | dom
OK | look | look
OK | like | like
INS | **** | a
OK | half | half
OK | a | a
OK | circle | circle
OK | and | and
OK | the | the
OK | radius | radius
OK | of | of
OK | that | that
SUB | circle | circa
OK | will | will
OK | be | be
OK | larger | larger
OK | the | the
OK | further | further
INS | **** | down
SUB | downwind | when
OK | that | that
OK | i | i
OK | go | go
OK | because | because
SUB | dispersion | dispersed
SUB | is | ms
SUB | enlarging | and
SUB | that | largely
SUB | plume | map
SUB | the | loom
OK | further | further
OK | we | we
OK | get | get
OK | from | from
DEL | the | ****
SUB | source | sorts
OK | so | so
OK | how | how
DEL | are | ****
DEL | we | ****
SUB | going | would
SUB | to | i
OK | work | work
SUB | this | s
SUB | one | what
OK | out | out
OK | again | again
DEL | it's | ****
DEL | just | ****
OK | a | a
SUB | matter | system
SUB | of | matters
OK | computing | computing
INS | **** | on
SUB | dilution | delusion
OK | but | but
OK | now | now
OK | this | this
OK | is | is
INS | **** | us
SUB | a | steady
SUB | steady-state | state
OK | pollution | pollution
OK | and | and
OK | we're | we're
DEL | going | ****
SUB | to | gonna
OK | have | have
OK | to | to
OK | take | take
OK | into | into
OK | account | account
DEL | the | ****
DEL | effect | ****
SUB | of | effective
SUB | wind | when
OK | moving | moving
OK | that | that
OK | material | material
INS | **** | don
INS | **** | when
INS | **** | soaked
SUB | downwind | a
SUB | so | one
SUB | i | of
SUB | wanted | the
SUB | to | the
SUB | define | finer
SUB | a | trench
SUB | transit | the
OK | time | time
OK | the | the
OK | time | time
OK | it | it
OK | takes | takes
DEL | the | ****
SUB | air | pierre
OK | to | to
OK | go | go
OK | from | from
SUB | the | rio
SUB | pollutant | polluted
OK | source | source
OK | to | to
OK | whatever | whatever
OK | x | x
OK | location | location
SUB | we're | were
OK | interested | interested
OK | in | in
OK | maybe | maybe
DEL | your | ****
SUB | house | or
SUB | is | houses
OK | five | five
OK | kilometers | kilometers
INS | **** | down
SUB | downwind | wind
OK | of | of
SUB | the | a
OK | power | power
OK | plant | plant
DEL | well | ****
SUB | then | walden
OK | x | x
OK | is | is
DEL | going | ****
SUB | to | gonna
OK | be | be
OK | five | five
OK | kilometers | kilometers
OK | and | and
OK | the | the
OK | time | time
OK | it | it
OK | takes | takes
OK | the | the
OK | air | air
OK | to | to
OK | get | get
SUB | from | them
SUB | the | up
SUB | power | our
SUB | plant | plan
OK | to | to
OK | your | your
SUB | house | oz
OK | is | is
DEL | going | ****
SUB | to | gonna
OK | be | be
OK | x | x
OK | divided | divided
OK | by | by
OK | the | the
OK | wind | wind
OK | speed | speed
SUB | wind | when
OK | speed | speed
OK | is | is
OK | capital | capital
SUB | u | you
OK | in | in
OK | this | this
OK | case | case
OK | notice | notice
DEL | that'll | ****
SUB | have | about
OK | the | the
OK | right | right
OK | units | units
OK | distance | distance
OK | over | over
OK | a | a
OK | distance | distance
SUB | per | for
OK | time | time
DEL | that's | ****
DEL | going | ****
DEL | to | ****
DEL | work | ****
SUB | out | and
SUB | to | we're
SUB | have | calculate
OK | units | units
OK | of | of
OK | time | time
INS | **** | on
OK | the | the
OK | radius | radius
SUB | of | call
OK | this | this
SUB | plume | plough
SUB | is | ms
OK | given | given
OK | by | by
OK | the | the
OK | same | same
DEL | formula | ****
SUB | we | formerly
SUB | had | an
OK | earlier | earlier
OK | except | except
INS | **** | on
OK | now | now
OK | it's | it's
OK | this | this
OK | transit | transit
OK | time | time
OK | we | we
OK | put | put
INS | **** | a
SUB | in | and
OK | to | to
OK | that | that
INS | **** | for
SUB | formula | me
SUB | it's | the
SUB | a | to
SUB | steady-state | steady
SUB | situation | state
SUB | so | situations
SUB | it's | those
OK | not | not
OK | changing | changing
OK | in | in
OK | time | time
OK | but | but
OK | yet | yet
OK | there | there
OK | is | is
OK | this | this
OK | transit | transit
OK | time | time
SUB | that | the
OK | plays | plays
OK | the | the
OK | role | role
OK | of | of
OK | time | time
OK | in | in
OK | the | the
OK | original | original
OK | problem | problem
OK | so | so
OK | i'll | i'll
OK | put | put
SUB | in | n
OK | x | x
OK | over | over
OK | t | t
OK | into | into
SUB | this | the
SUB | formula | former
SUB | and | can
OK | i | i
OK | get | get
INS | **** | k
INS | **** | x
INS | **** | over
INS | **** | you
INS | **** | square
INS | **** | roots
OK | for | for
OK | this | this
OK | quantity | quantity
SUB | r | are
OK | that | that
OK | you | you
OK | see | see
OK | in | in
SUB | each | you
SUB | of | g
SUB | these | east
OK | three | three
DEL | diagrams | ****
DEL | question | ****
SUB | yes | guy
SUB | student | grams
SUB | what | question
OK | is | is
DEL | u | ****
SUB | professor | you
SUB | ron | is
SUB | smith | or
SUB | u | when
SUB | is | speed
SUB | the | p
SUB | wind | o
SUB | speed | typically
SUB | typically | of
SUB | in | the
OK | meters | meters
OK | per | per
OK | second | second
INS | **** | ah
OK | now | now
INS | **** | bottle
SUB | by | a
OK | the | the
SUB | way | cross
SUB | the | section
SUB | cross-sectional | what
OK | area | area
OK | of | of
OK | this | this
DEL | plume | ****
DEL | if | ****
SUB | i | plum
SUB | were | for
SUB | to | a
OK | slice | slice
OK | across | across
DEL | like | ****
SUB | this | likeness
OK | it | it
OK | is | is
OK | half | half
SUB | a | full
OK | circle | circle
OK | and | and
OK | you | you
OK | know | know
OK | the | the
DEL | area | ****
SUB | of | air
SUB | the | in
SUB | circle | circles
SUB | is | pirate
SUB | πr^2^ | square
SUB | and | done
OK | so | so
SUB | the | buildup
SUB | plume | on
SUB | cross-sectional | cross
SUB | area | circular
OK | is | is
INS | **** | player
INS | **** | squared
INS | **** | divided
INS | **** | by
INS | **** | to
SUB | πr^2^/2 | visit
SUB | because | have
OK | it's | it's
SUB | half | have
OK | a | a
OK | circle | circle
OK | now | now
OK | here | here
OK | comes | comes
SUB | probably | water
OK | the | the
INS | **** | trick
SUB | trickiest | is
OK | part | part
OK | of | of
OK | the | the
SUB | derivation | of
SUB | i'm | the
SUB | going | duration
SUB | to | annette
OK | assume | assume
SUB | that | what
OK | i | i
OK | know | know
OK | the | the
OK | source | source
OK | strength | strength
DEL | and | ****
SUB | that's | hand
SUB | how | up
SUB | much | that's
SUB | pollutant | hamas
SUB | is | blues
SUB | being | be
SUB | added | headed
OK | to | to
OK | the | the
OK | air | air
OK | per | per
OK | unit | unit
OK | time | time
OK | by | by
OK | the | the
OK | power | power
OK | plant | plant
OK | that | that
OK | might | might
OK | have | have
OK | units | units
OK | for | for
OK | example | example
OK | of | of
INS | **** | shall
INS | **** | a
SUB | kilograms | grams
OK | per | per
OK | second | second
INS | **** | killer
INS | **** | branch
INS | **** | for
SUB | kilograms | small
OK | of | of
OK | smoke | smoke
SUB | let's | looks
SUB | say | a
OK | being | being
OK | added | added
OK | to | to
OK | the | the
OK | atmosphere | atmosphere
INS | **** | of
OK | every | every
OK | second | second
OK | well | well
DEL | in | ****
SUB | a | as
