OP | REF | HYP
DEL | going | ****
SUB | to | white
SUB | sorry | boy
SUB | the | detectors
SUB | fate | i
SUB | of | betrayed
SUB | the | us
SUB | soul | all
OK | some | some
OK | cultures | cultures
OK | have | have
OK | you | you
OK | going | going
OK | to | to
INS | **** | head
SUB | heaven | them
SUB | or | we're
OK | descending | descending
OK | to | to
OK | hell | hell
OK | others | others
OK | have | have
OK | you | you
SUB | occupying | occupy
OK | another | another
OK | body | body
INS | **** | um
OK | still | still
OK | others | others
OK | have | have
OK | you | you
DEL | occupying | ****
SUB | an | occupied
SUB | amorphous | awards
SUB | spirit | your
OK | world | world
OK | but | but
SUB | what | with
SUB | they | a
OK | share | share
OK | is | is
OK | the | the
OK | idea | idea
INS | **** | would
SUB | that | you
SUB | what | walk
SUB | you | the
SUB | are | seth
SUB | is | were
SUB | separable | pulled
OK | from | from
SUB | this | his
OK | physical | physical
OK | thing | thing
OK | you | you
OK | carry | carry
OK | around | around
OK | and | and
SUB | the | a
OK | physical | physical
OK | thing | thing
INS | **** | op
SUB | that | they
OK | you | you
OK | carry | carry
OK | around | around
INS | **** | i
OK | can | can
OK | be | be
OK | destroyed | destroyed
SUB | while | when
OK | you | you
OK | live | live
SUB | on | long
OK | these | these
SUB | views | years
OK | are | are
OK | particularly | particularly
SUB | common | comment
OK | in | in
DEL | the | ****
OK | united | united
OK | states | states
OK | in | in
OK | one | one
OK | survey | survey
SUB | done | then
OK | in | in
OK | chicago | chicago
DEL | a | ****
OK | few | few
OK | years | years
OK | ago | ago
OK | people | people
OK | were | were
SUB | asked | es
SUB | their | or
OK | religion | religion
OK | and | and
SUB | then | there
OK | were | were
OK | asked | asked
OK | what | what
OK | would | would
OK | happen | happen
OK | to | to
OK | them | them
OK | when | when
OK | they | they
SUB | died | die
OK | most | most
OK | people | people
DEL | in | ****
SUB | the | is
SUB | sample | that
SUB | were | we're
SUB | christian | christians
OK | and | and
OK | about | about
INS | **** | ninety
SUB | 96 | six
SUB | of | percent
SUB | christians | efficient
SUB | said | set
OK | when | when
OK | i | i
OK | die | die
DEL | i'm | ****
DEL | going | ****
DEL | to | ****
DEL | go | ****
SUB | to | what
SUB | heaven | happened
OK | some | some
OK | of | of
OK | the | the
OK | sample | sample
OK | was | was
OK | jewish | jewish
SUB | now | at
OK | judaism | judaism
OK | is | is
OK | actually | actually
DEL | a | ****
SUB | religion | relation
OK | with | with
DEL | a | ****
OK | less | less
SUB | than | players
SUB | clear | for
SUB | story | you
SUB | about | but
SUB | the | after
SUB | afterlife | what
OK | still | still
OK | most | most
OK | of | of
OK | the | the
OK | subjects | subjects
INS | **** | which
SUB | who | ended
SUB | identified | by
OK | themselves | themselves
SUB | as | do
SUB | jewish | it
OK | said | said
DEL | when | ****
SUB | they | one
SUB | die | day
SUB | they | di
SUB | will | to
SUB | go | what
SUB | to | happened
SUB | heaven | pop
OK | some | some
OK | of | of
SUB | the | this
SUB | sampled | apple
OK | denied | denied
OK | having | having
OK | any | any
OK | religion | religion
OK | at | at
OK | all | all
DEL | said | ****
OK | they | they
OK | have | have
OK | no | no
DEL | religion | ****
SUB | at | roach
SUB | all | aw
OK | still | still
OK | when | when
OK | these | these
OK | people | people
DEL | were | ****
DEL | asked | ****
SUB | what | rascal
OK | would | would
OK | happen | happen
OK | when | when
OK | they | they
OK | would | would
OK | die | die
OK | most | most
OK | of | of
OK | them | them
OK | answered | answered
DEL | i'm | ****
SUB | going | unlimited
SUB | to | heaven
SUB | go | oh
SUB | to | so
SUB | heaven | don't
SUB | so | listen
SUB | dualism | isn't
SUB | is | actually
SUB | emmeshed | eat
OK | a | a
OK | lot | lot
OK | rests | rests
DEL | on | ****
DEL | it | ****
OK | but | but
SUB | as | at
SUB | crick | that
SUB | points | point
SUB | out | seven
OK | the | the
OK | scientific | scientific
OK | consensus | consensus
OK | now | now
DEL | is | ****
DEL | that | ****
SUB | dualism | residual
SUB | is | listeners
SUB | wrong | rock
OK | there | there
SUB | is | was
OK | no | no
INS | **** | view
SUB | you | several
SUB | separable | whole
SUB | or | were
OK | separate | separate
OK | from | from
OK | your | your
OK | body | body
SUB | in | it's
SUB | particular | a
SUB | there | killer
SUB | is | there's
OK | no | no
SUB | you | use
SUB | separable | admirable
OK | from | from
OK | your | your
OK | brain | brain
OK | to | to
OK | put | put
SUB | it | at
OK | the | the
INS | **** | white
SUB | way | cotton
SUB | cognitive | that
OK | scientists | scientists
SUB | and | in
SUB | psychologists | psychologist
SUB | and | neuro
SUB | neuroscientists | scientists
OK | like | like
SUB | to | that
SUB | put | what
SUB | it | bob
OK | the | the
OK | mind | mind
OK | is | is
OK | what | what
OK | the | the
OK | brain | brain
OK | does | does
INS | **** | for
OK | the | the
OK | mind | mind
SUB | reflects | reflect
OK | the | the
INS | **** | word
SUB | workings | kings
OK | of | of
OK | the | the
OK | brain | brain
DEL | just | ****
OK | like | like
DEL | computation | ****
DEL | reflects | ****
SUB | the | occupation
OK | working | working
DEL | of | ****
DEL | a | ****
OK | computer | computer
OK | now | now
OK | why | why
OK | would | would
OK | you | you
OK | hold | hold
DEL | such | ****
DEL | an | ****
SUB | outrageous | no
SUB | view | rages
OK | why | why
OK | would | would
SUB | you | he
OK | reject | reject
SUB | dualism | you
SUB | in | will
SUB | favor | listen
SUB | of | favor
OK | this | this
DEL | alternative | ****
SUB | well | alternate
SUB | a | what's
SUB | few | your
OK | reasons | reasons
OK | one | one
OK | reason | reason
OK | is | is
SUB | dualism | tillotson
SUB | has | is
OK | always | always
DEL | had | ****
SUB | its | have
OK | problems | problems
DEL | for | ****
OK | one | one
OK | thing | thing
SUB | it's | supper
SUB | a | family
SUB | profoundly | and
SUB | unscientific | scientific
SUB | doctrine | doctor
OK | we | we
DEL | want | ****
SUB | to | wanna
OK | know | know
SUB | as | what's
OK | curious | curious
OK | people | people
INS | **** | pouch
SUB | how | full
SUB | children | of
SUB | learn | our
OK | language | language
OK | what | what
OK | we | we
OK | find | find
OK | attractive | attractive
OK | or | or
OK | unattractive | unattractive
DEL | and | ****
OK | what's | what's
OK | the | the
OK | basis | basis
OK | for | for
OK | mental | mental
OK | illness | illness
OK | and | and
INS | **** | you
INS | **** | will
SUB | dualism | isn't
OK | simply | simply
OK | says | says
OK | it's | it's
DEL | all | ****
SUB | nonphysical | a
SUB | it's | lot
SUB | part | visible
SUB | of | spark
OK | the | the
OK | ether | ether
OK | and | and
OK | hence | hence
OK | fails | fails
OK | to | to
OK | explain | explain
DEL | it | ****
OK | more | more
OK | specifically | specifically
INS | **** | to
INS | **** | a
SUB | dualists | less
OK | like | like
INS | **** | a
SUB | descartes | car
SUB | struggle | trouble
OK | to | to
OK | explain | explain
OK | how | how
INS | **** | does
OK | a | a
SUB | physical | full
OK | body | body
DEL | connects | ****
SUB | to | the
SUB | an | next
SUB | immaterial | twenty
SUB | soul | material
SUB | what's | saul
SUB | the | mr
OK | conduit | conduit
OK | how | how
SUB | could | did
OK | this | this
OK | connection | connection
OK | be | be
OK | made | made
OK | after | after
OK | all | all
SUB | descartes | the
SUB | knew | carbon
OK | full | full
OK | well | well
DEL | that | ****
OK | there | there
OK | is | is
OK | such | such
INS | **** | an
INS | **** | act
SUB | a | eat
SUB | connection | you
OK | your | your
OK | body | body
INS | **** | will
SUB | obeys | be
SUB | your | sure
OK | commands | commands
OK | if | if
OK | you | you
OK | bang | bang
OK | your | your
DEL | toe | ****
DEL | or | ****
SUB | stub | toasted
OK | your | your
SUB | toe | child
OK | you | you
OK | feel | feel
OK | pain | pain
DEL | if | ****
SUB | you | to
OK | drink | drink
OK | alcohol | alcohol
OK | it | it
SUB | affects | affect
OK | your | your
DEL | reasoning | ****
SUB | but | resuming
SUB | he | the
SUB | could | big
OK | only | only
SUB | wave | waive
OK | his | his
OK | hands | hands
OK | as | as
SUB | to | a
SUB | how | half
SUB | this | as
OK | physical | physical
OK | thing | thing
OK | in | in
OK | the | the
OK | world | world
SUB | could | annette
SUB | connect | to
SUB | to | immature
SUB | an | ill
SUB | immaterial | wind
SUB | mind | a
SUB | descartes | car
OK | when | when
OK | he | he
OK | was | was
OK | alive | alive
OK | was | was
OK | reasonable | reasonable
OK | enough | enough
OK | concluding | concluding
OK | that | that
INS | **** | is
INS | **** | a
SUB | physical | full
OK | objects | objects
OK | cannot | cannot
OK | do | do
OK | certain | certain
SUB | things | facts
OK | he | he
OK | was | was
OK | reasonable | reasonable
DEL | enough | ****
DEL | in | ****
SUB | concluding | and
SUB | for | grumbling
SUB | instance | fritz
OK | as | as
DEL | he | ****
DEL | did | ****
SUB | that | good
SUB | there's | butters
OK | no | no
OK | way | way
DEL | a | ****
OK | merely | merely
OK | physical | physical
SUB | object | walk
OK | could | could
OK | ever | ever
OK | play | play
DEL | a | ****
OK | game | game
DEL | of | ****
DEL | chess | ****
OK | because | because
DEL | and | ****
SUB | that | enact
OK | such | such
OK | a | a
OK | capacity | capacity
OK | is | is
OK | beyond | beyond
DEL | the | ****
OK | capacity | capacity
SUB | of | but
OK | the | the
SUB | physical | visible
OK | world | world
OK | and | and
DEL | hence | ****
OK | you | you
OK | have | have
OK | to | to
SUB | apply | fly
OK | you | you
OK | have | have
OK | to | to
OK | extend | extend
DEL | the | ****
DEL | explanation | ****
SUB | to | exploration
SUB | an | twenty
SUB | immaterial | material
OK | soul | soul
OK | but | but
OK | now | now
OK | we | we
OK | know | know
OK | we | we
INS | **** | had
INS | **** | it
SUB | have | with
OK | what | what
OK | scientists | scientists
OK | call | call
OK | an | an
OK | existence | existence
SUB | proof | prick
OK | we | we
OK | know | know
OK | physical | physical
OK | objects | objects
SUB | can | and
SUB | do | you
OK | complicated | complicated
DEL | and | ****
OK | interesting | interesting
OK | things | things
OK | we | we
OK | know | know
OK | for | for
OK | instance | instance
OK | machines | machines
OK | can | can
OK | play | play
OK | chess | chess
OK | we | we
OK | know | know
OK | machines | machines
SUB | can | to
OK | manipulate | manipulate
OK | symbols | symbols
OK | we | we
OK | know | know
OK | machines | machines
OK | have | have
OK | limited | limited
INS | **** | capacity
SUB | capacities | east
OK | to | to
OK | engage | engage
OK | in | in
OK | mathematical | mathematical
DEL | and | ****
OK | logical | logical
OK | reasoning | reasoning
INS | **** | op
OK | to | to
OK | recognize | recognize
OK | things | things
OK | to | to
OK | do | do
OK | various | various
OK | forms | forms
OK | of | of
DEL | computations | ****
SUB | and | caucasian
OK | this | this
OK | makes | makes
DEL | it | ****
OK | at | at
OK | least | least
OK | possible | possible
OK | that | that
OK | we | we
OK | are | are
OK | such | such
OK | machines | machines
OK | so | so
INS | **** | what
INS | **** | are
OK | you | you
OK | can | can
OK | no | no
OK | longer | longer
OK | say | say
OK | look | look
OK | physical | physical
SUB | things | thing
OK | just | just
OK | can't | can't
OK | do | do
OK | that | that
OK | because | because
OK | we | we
OK | know | know
SUB | physical | faithful
SUB | things | thing
SUB | can | to
OK | do | do
OK | a | a
OK | lot | lot
OK | and | and
INS | **** | as
SUB | this | always
SUB | opens | a
SUB | up | possibility
SUB | the | they
SUB | possibility | get
OK | that | that
OK | humans | humans
OK | are | are
SUB | physical | visible
SUB | things | fangs
SUB | in | into
SUB | particular | together
OK | that | that
OK | humans | humans
OK | are | are
OK | brains | brains
SUB | finally | why
SUB | there | why
SUB | is | there's
SUB | strong | fry
OK | evidence | evidence
OK | that | that
OK | the | the
OK | brain | brain
OK | is | is
OK | involved | involved
OK | in | in
OK | mental | mental
SUB | life | like
OK | somebody | somebody
SUB | who | will
SUB | hold | the
SUB | a | public
SUB | held | dual
SUB | a | this
SUB | dualist | view
SUB | view | ah
SUB | that | it
OK | said | said
OK | that | that
SUB | what | while
OK | we | we
OK | do | do
DEL | and | ****
OK | what | what
OK | we | we
OK | decide | decide
DEL | and | ****
OK | what | what
OK | we | we
OK | think | think
DEL | and | ****
OK | what | what
OK | we | we
OK | want | want
SUB | are | or
SUB | all | will
OK | have | have
OK | nothing | nothing
OK | to | to
OK | do | do
OK | with | with
OK | the | the
OK | physical | physical
OK | world | world
OK | would | would
OK | be | be
OK | embarrassed | embarrassed
OK | by | by
OK | the | the
OK | fact | fact
SUB | that | but
OK | the | the
OK | brain | brain
OK | seems | seems
OK | to | to
OK | correspond | correspond
INS | **** | indeed
SUB | in | drifted
SUB | intricate | in
OK | and | and
SUB | elaborate | a
SUB | ways | lever
SUB | to | waste
SUB | our | why
OK | mental | mental
DEL | life | ****
SUB | now | like
SUB | this | oh
SUB | has | but
SUB | been | this
SUB | known | isn't
SUB | for | the
SUB | a | overall
OK | long | long
OK | time | time
OK | philosophers | philosophers
DEL | and | ****
DEL | psychologists | ****
DEL | knew | ****
SUB | for | is
OK | a | a
SUB | long | colleges
SUB | time | new
SUB | that | prolonged
SUB | getting | and
SUB | smacked | a
SUB | in | gate
SUB | the | second
SUB | head | ahead
OK | could | could
OK | change | change
SUB | your | or
OK | mental | mental
OK | faculties | faculties
OK | that | that
OK | diseases | diseases
OK | like | like
OK | syphilis | syphilis
OK | could | could
OK | make | make
SUB | you | it
SUB | deranged | rain
OK | that | that
OK | chemicals | chemicals
OK | like | like
OK | caffeine | caffeine
OK | and | and
OK | alcohol | alcohol
SUB | can | in
SUB | affect | effect
OK | how | how
INS | **** | do
OK | you | you
OK | think | think
DEL | but | ****
OK | what's | what's
OK | new | new
OK | is | is
OK | we | we
DEL | can | ****
SUB | now | canal
SUB | in | and
SUB | different | deferred
SUB | ways | way
OK | see | see
OK | the | the
OK | direct | direct
OK | effects | effects
OK | of | of
OK | mental | mental
SUB | life | let
OK | somebody | somebody
OK | with | with
OK | a | a
OK | severe | severe
OK | and | and
INS | **** | for
SUB | profound | frau
OK | loss | loss
OK | of | of
OK | mental | mental
OK | faculties | faculties
OK | the | the
OK | deficit | deficit
SUB | will | we
SUB | be | shall
SUB | shown | corresponding
SUB | correspondingly | wait
OK | in | in
OK | her | her
OK | brain | brain
INS | **** | op
INS | **** | so
INS | **** | i
INS | **** | may
SUB | studies | use
SUB | using | a
OK | imaging | imaging
OK | techniques | techniques
OK | like | like
OK | cat | cat
OK | scans | scans
INS | **** | that
SUB | pet | annette
SUB | and | a
SUB | fmri | minute
OK | illustrate | illustrate
OK | that | that
OK | different | different
OK | parts | parts
OK | of | of
OK | the | the
OK | brain | brain
OK | are | are
OK | active | active
INS | **** | at
SUB | during | very
OK | different | different
OK | parts | parts
OK | of | of
SUB | mental | metal
SUB | life | wife
OK | for | for
OK | instance | instance
SUB | the | bob
SUB | difference | the
SUB | between | v.
SUB | seeing | c.
OK | words | words
DEL | hearing | ****
SUB | words | fearing
SUB | reading | word
SUB | words | leading
SUB | and | word
SUB | generating | to
SUB | words | generate
SUB | can | in
OK | correspond | correspond
OK | to | to
OK | different | different
OK | aspects | aspects
DEL | of | ****
OK | what | what
DEL | part | ****
SUB | of | are
OK | your | your
OK | brain | brain
OK | is | is
OK | active | active
OK | to | to
OK | some | some
OK | extent | extent
OK | if | if
OK | we | we
OK | put | put
OK | you | you
OK | in | in
SUB | an | a
SUB | fmri | memorized
SUB | scanner | stand
OK | and | and
OK | observed | observed
DEL | what | ****
SUB | you're | we're
OK | doing | doing
OK | in | in
OK | real | real
OK | time | time
OK | by | by
OK | looking | looking
OK | at | at
DEL | the | ****
OK | activity | activity
OK | patterns | patterns
OK | in | in
OK | your | your
OK | brain | brain
OK | we | we
OK | can | can
OK | tell | tell
OK | whether | whether
DEL | you | ****
SUB | are | you're
OK | thinking | thinking
OK | about | about
OK | music | music
SUB | or | we're
SUB | thinking | speaking
OK | about | about
OK | sex | sex
OK | to | to
OK | some | some
OK | extent | extent
OK | we | we
OK | can | can
OK | tell | tell
DEL | whether | ****
SUB | you're | what
SUB | solving | do
SUB | a | you
SUB | moral | saw
SUB | dilemma | the
SUB | versus | world
SUB | something | paula
SUB | else | purses
SUB | and | ambiguous
OK | this | this
OK | is | is
OK | no | no
OK | surprise | surprise
DEL | if | ****
SUB | what | while
OK | we | we
DEL | are | ****
DEL | is | ****
SUB | the | artwork
SUB | workings | use
OK | of | of
OK | our | our
SUB | physical | purpose
OK | brains | brains
OK | but | but
OK | it | it
OK | is | is
OK | extremely | extremely
OK | difficult | difficult
OK | to | to
INS | **** | it
SUB | explain | why
SUB | if | bob
OK | one | one
OK | is | is
OK | a | a
SUB | dualist | tulips
OK | now | now
OK | so | so
DEL | what | ****
OK | you | you
OK | have | have
SUB | is | this
OK | the | the
OK | scientific | scientific
OK | consensus | consensus
OK | is | is
OK | that | that
OK | all | all
OK | of | of
OK | mental | mental
SUB | life | wiping
SUB | including | clean
OK | consciousness | consciousness
INS | **** | in
SUB | and | the
SUB | emotions | motions
OK | and | and
SUB | choice | joins
SUB | and | more
SUB | morality | outing
SUB | are | part
SUB | the | of
OK | products | products
OK | of | of
INS | **** | rain
SUB | brain | and
SUB | activities | it
OK | so | so
OK | you | you
OK | would | would
OK | expect | expect
OK | that | that
OK | when | when
OK | you | you
DEL | rip | ****
SUB | open | ripple
SUB | the | windows
SUB | skull | thought
OK | and | and
OK | look | look
OK | at | at
OK | the | the
OK | brain | brain
SUB | you'd | you
OK | see | see
OK | something | something
DEL | glorious | ****
SUB | you'd | for
SUB | see | it
SUB | i | you
SUB | don't | zealand
SUB | know | out
OK | a | a
OK | big | big
OK | shiny | shiny
SUB | thing | theme
SUB | with | of
OK | glass | glass
SUB | tubes | to
SUB | and | send
OK | blinding | blinding
INS | **** | white
SUB | lights | sand
OK | and | and
OK | sparks | sparks
OK | and | and
OK | wonderful | wonderful
SUB | colors | commerce
OK | and | and
OK | actually | actually
OK | though | though
OK | the | the
OK | brain | brain
INS | **** | just
SUB | is | discussed
SUB | just | that
SUB | disgusting | oh
OK | it | it
OK | looks | looks
OK | like | like
SUB | an | a
SUB | old | gun
SUB | meat | all
SUB | loaf | equal
OK | it's | it's
SUB | gray | not
SUB | when | it's
SUB | you | it's
SUB | take | grey
SUB | it | when
SUB | out | you
SUB | of | take
SUB | the | a
SUB | head | better
SUB | it's | act
SUB | called | top
SUB | gray | grade
OK | matter | matter
DEL | but | ****
SUB | that's | that
SUB | just | is
OK | because | because
DEL | it's | ****
DEL | out | ****
SUB | of | our
SUB | the | effect
SUB | head | as
SUB | inside | i
SUB | the | did
SUB | head | it
SUB | it's | is
OK | bright | bright
OK | red | red
DEL | because | ****
SUB | it's | has
SUB | pulsing | whole
SUB | with | single
SUB | blood | blot
OK | it | it
OK | doesn't | doesn't
OK | even | even
INS | **** | if
SUB | taste | he's
OK | good | good
INS | **** | oh
OK | well | well
SUB | has | is
OK | anybody | anybody
SUB | here | every
SUB | ever | the
SUB | eaten | brain
SUB | brain | i
SUB | it's | mean
SUB | good | it's
SUB | with | a
OK | cream | cream
OK | sauce | sauce
OK | but | but
OK | everything's | everything's
OK | good | good
DEL | with | ****
DEL | cream | ****
DEL | sauce | ****
SUB | so | tough
SUB | the | tillotson
OK | question | question
OK | is | is
OK | how | how
SUB | can | could
OK | something | something
OK | like | like
SUB | this | that
OK | give | give
OK | rise | rise
DEL | to | ****
SUB | us | twice
OK | and | and
OK | you | you
DEL | have | ****
DEL | to | ****
OK | have | have
OK | some | some
OK | sympathy | sympathy
OK | for | for
INS | **** | portray
SUB | descartes | cart
SUB | there's | as
OK | another | another
OK | argument | argument
DEL | descartes | ****
SUB | could | a
SUB | have | carpet
OK | made | made
SUB | that's | as
OK | a | a
OK | lot | lot
OK | less | less
DEL | subtle | ****
DEL | than | ****
SUB | the | and
SUB | ones | what
OK | he | he
OK | did | did
OK | make | make
DEL | which | ****
SUB | is | witches
SUB | that | the
SUB | thing | hanging
OK | responsible | responsible
OK | for | for
OK | free | free
OK | will | will
OK | and | and
OK | love | love
OK | and | and
OK | consciousness | consciousness
OK | ridiculous | ridiculous
OK | what | what
OK | i | i
DEL | want | ****
SUB | to | wanna
OK | do | do
SUB | and | what
OK | what | what
OK | the | the
OK | goal | goal
OK | of | of
SUB | neuroscience | verify
SUB | is | it
OK | is | is
OK | to | to
OK | make | make
OK | it | it
OK | less | less
DEL | ridiculous | ****
SUB | to | rigid
SUB | try | the
SUB | to | trial
SUB | explain | explained
OK | how | how
OK | the | the
OK | brain | brain
OK | works | works
OK | how | how
OK | the | the
OK | brain | brain
OK | can | can
OK | give | give
OK | rise | rise
OK | to | to
DEL | thought | ****
SUB | and | flop
OK | what | what
SUB | i | wanna
SUB | want | get
OK | to | to
DEL | do | ****
DEL | today | ****
DEL | is | ****
DEL | take | ****
SUB | a | basically
OK | first | first
DEL | stab | ****
SUB | at | that
OK | this | this
OK | question | question
INS | **** | ah
OK | but | but
SUB | it's | is
OK | something | something
SUB | we'll | will
OK | continue | continue
OK | to | to
OK | discuss | discuss
OK | throughout | throughout
OK | the | the
OK | course | course
OK | as | as
OK | we | we
OK | talk | talk
INS | **** | of
SUB | about | a
OK | different | different
SUB | aspects | aspect
SUB | of | that's
SUB | mental | a
SUB | life | wife
OK | what | what
OK | i | i
SUB | want | wanted
OK | to | to
DEL | do | ****
OK | though | though
OK | now | now
OK | is | is
DEL | provide | ****
DEL | a | ****
DEL | big | ****
SUB | picture | provided
SUB | so | the
SUB | what | pictures
SUB | i | of
SUB | want | one
SUB | to | of
SUB | do | the
SUB | is | list
SUB | start | your
SUB | off | thoughts
SUB | small | law
OK | with | with
OK | the | the
OK | smallest | smallest
INS | **** | the
OK | interesting | interesting
OK | part | part
OK | of | of
OK | the | the
OK | brain | brain
OK | and | and
OK | then | then
OK | get | get
DEL | bigger | ****
DEL | and | ****
OK | bigger | bigger
DEL | and | ****
OK | bigger | bigger
OK | talk | talk
OK | about | about
DEL | how | ****
SUB | the | a
OK | small | small
OK | part | part
OK | of | of
OK | the | the
OK | brain | brain
SUB | the | and
SUB | neurons | your
SUB | the | city
SUB | basic | is
OK | building | building
OK | blocks | blocks
OK | of | of
DEL | thought | ****
SUB | combine | plot
SUB | to | combined
OK | other | other
OK | mental | mental
OK | structures | structures
OK | and | and
SUB | into | in
SUB | different | the
SUB | subparts | defense
OK | of | of
SUB | the | parts
SUB | brain | of
SUB | and | the
SUB | finally | brain
SUB | to | finding
OK | the | the
OK | whole | whole
OK | thing | thing
OK | so | so
OK | one | one
OK | of | of
OK | the | the
OK | discoveries | discoveries
OK | of | of
OK | psychology | psychology
OK | is | is
OK | that | that
OK | the | the
OK | basic | basic
OK | unit | unit
OK | of | of
OK | the | the
OK | brain | brain
OK | appears | appears
OK | to | to
OK | be | be
DEL | the | ****
DEL | neuron | ****
DEL | the | ****
SUB | neuron | vendor
SUB | is | you're
SUB | a | honest
OK | specific | specific
OK | sort | sort
OK | of | of
SUB | cell | syrup
SUB | and | annette
SUB | the | you're
SUB | neuron | on
SUB | has | past
OK | three | three
OK | major | major
SUB | parts | parks
OK | as | as
OK | you | you
OK | could | could
OK | see | see
SUB | illustrated | illustrate
SUB | here | it
SUB | neurons | your
SUB | actually | honor
SUB | look | that
SUB | quite | look
SUB | different | we
SUB | from | get
OK | one | one
OK | another | another
DEL | but | ****
OK | this | this
OK | is | is
OK | a | a
OK | typical | typical
OK | one | one
INS | **** | the
INS | **** | rugged
SUB | there | then
SUB | are | rights
OK | the | the
SUB | dendrites | assault
SUB | these | and
SUB | little | the
SUB | tentacles | polls
OK | here | here
OK | and | and
SUB | the | then
SUB | dendrites | brightest
SUB | get | yet
OK | signals | signals
DEL | from | ****
SUB | other | her
SUB | neurons | mother
SUB | now | at
SUB | these | the
OK | signals | signals
OK | can | can
OK | be | be
OK | either | either
INS | **** | so
SUB | excitatory | editorial
OK | which | which
OK | is | is
SUB | that | at
SUB | they | the
SUB | raise | rays
SUB | the | of
SUB | likelihood | light
SUB | the | withered
SUB | neuron | under
SUB | will | op
OK | fire | fire
OK | or | or
INS | **** | in
INS | **** | the
SUB | inhibitory | torch
OK | in | in
OK | that | that
OK | they | they
INS | **** | will
SUB | lower | work
OK | the | the
OK | likelihood | likelihood
OK | that | that
DEL | the | ****
DEL | neuron | ****
SUB | will | under
OK | fire | fire
OK | the | the
OK | cell | cell
SUB | body | lying
OK | sums | sums
OK | it | it
OK | up | up
SUB | and | they
SUB | you | give
SUB | could | you
SUB | view | an
SUB | it | average
SUB | arithmetically | medically
SUB | the | excited
SUB | excitatory | tory
OK | signals | signals
OK | are | are
SUB | pluses | causes
OK | the | the
SUB | inhibitory | bedding
SUB | ones | imagery
SUB | are | monster
SUB | minuses | finances
OK | and | and
DEL | then | ****
OK | if | if
OK | you | you
OK | get | get
OK | a | a
OK | certain | certain
OK | number | number
DEL | plus | ****
SUB | 60 | the
OK | or | or
OK | something | something
OK | the | the
DEL | neuron | ****
DEL | will | ****
DEL | fire | ****
DEL | and | ****
DEL | it | ****
SUB | fires | novel
SUB | along | fine
SUB | the | pirates
SUB | axon | on
SUB | the | acts
SUB | thing | you
SUB | to | think
SUB | the | you're
OK | right | right
SUB | the | that's
SUB | axon | not
SUB | is | news
OK | much | much
OK | longer | longer
OK | than | than
INS | **** | a
SUB | the | dent
SUB | dendrites | rights
OK | and | and
OK | in | in
OK | fact | fact
OK | some | some
INS | **** | absence
SUB | axons | or
SUB | are | maybe
SUB | many | she
SUB | feet | walked
SUB | long | and
OK | there's | there's
SUB | an | a
SUB | axon | maxim
OK | leading | leading
DEL | from | ****
SUB | your | triggers
SUB | spinal | why
SUB | cord | won't
SUB | to | work
SUB | your | here
SUB | big | they
SUB | toe | took
OK | for | for
OK | instance | instance
DEL | the | ****
DEL | classroom | ****
DEL | lights | ****
DEL | accidentally | ****
DEL | go | ****
DEL | off | ****
OK | it | it
OK | is | is
OK | so | so
OK | shocking | shocking
SUB | the | rights
SUB | lights | garth
SUB | go | um
SUB | out | sir
SUB | surrounded | rounded
OK | surrounding | surrounding
INS | **** | the
SUB | to | victim
SUB | complete | liam
OK | a | a
SUB | mechanical | chemical
OK | metaphor | metaphor
OK | that | that
OK | would | would
SUB | have | lead
SUB | led | a
SUB | descartes | cart
OK | to | to
OK | despair | despair
DEL | the | ****
DEL | classroom | ****
DEL | lights | ****
DEL | turn | ****
DEL | on | ****
SUB | thank | poet
SUB | you | oh
SUB | koleen | for
SUB | surrounding | rallying
SUB | the | that
SUB | axon | sobbed
OK | is | is
OK | a | a
SUB | myelin | my
SUB | sheath | lunch
OK | which | which
OK | is | is
OK | actually | actually
SUB | just | does
OK | insulation | insulation
OK | it | it
DEL | helps | ****
SUB | the | out
OK | firing | firing
DEL | work | ****
DEL | quicker | ****
OK | so | so
SUB | here | there
OK | are | are
OK | some | some
OK | facts | facts
OK | about | about
SUB | neurons | girls
OK | there | there
OK | are | are
OK | a | a
OK | lot | lot
OK | of | of
OK | them | them
OK | about | about
SUB | one | a
OK | thousand | thousand
OK | billion | billion
OK | of | of
OK | them | them
OK | and | and
OK | each | each
INS | **** | year
SUB | neuron | on
SUB | can | to
OK | be | be
OK | connected | connected
OK | to | to
INS | **** | a
SUB | around | ramp
OK | thousands | thousands
SUB | perhaps | breath
SUB | tens | hints
OK | of | of
SUB | thousands | athens
SUB | other | whether
SUB | neurons | it's
OK | so | so
DEL | it's | ****
SUB | an | is
OK | extraordinarily | extraordinarily
OK | complicated | complicated
SUB | computing | during
SUB | device | the
SUB | neurons | pipes
SUB | come | not
SUB | in | haven't
SUB | three | read
OK | flavors | flavors
OK | there | there
OK | are | are
OK | sensory | sensory
SUB | neurons | neurotic
OK | which | which
OK | take | take
OK | information | information
OK | from | from
OK | the | the
OK | world | world
OK | so | so
OK | as | as
OK | you | you
OK | see | see
OK | me | me
OK | for | for
OK | instance | instance
SUB | there | bob
SUB | are | darn
SUB | neurons | arrives
OK | firing | firing
OK | from | from
OK | your | your
INS | **** | read
SUB | retina | on
OK | sending | sending
OK | signals | signals
DEL | to | ****
OK | your | your
OK | brain | brain
OK | there | there
OK | are | are
OK | motor | motor
